RecordId,CreationDate,RecordType,Operation,UserId,AuditData,AssociatedAdminUnits,AssociatedAdminUnitsNames
9ff07f92-bfbf-46cf-d536-08dd8c33eb90,2025-05-06T00:21:17.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T00:21:17"",""Id"":""9ff07f92-bfbf-46cf-d536-08dd8c33eb90"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\""}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 12:21:17 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""18""},{""Name"":""DisplayName"",""Value"":""Default Policy""},{""Name"":""PolicyIdentifierString"",""Value"":""10\/7\/2022 7:12:29 PM""}],""RequestId"":""b45b21d8-f100-4b30-a184-3cb04f9f2301""}",,
41435f02-ce78-4158-240d-08dd8c33eb89,2025-05-06T00:21:17.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T00:21:17"",""Id"":""41435f02-ce78-4158-240d-08dd8c33eb89"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":1,\""CreatedDateTime\"":\""2021-12-13T20:19:26.4996569Z\"",\""ModifiedDateTime\"":\""2022-07-06T18:55:48.4291731Z\"",\""State\"":\""Enabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000004-0000-0ff1-ce00-000000000000\"",\""925eb0d0-da50-4604-a19f-bd8de9147958\"",\""Office365\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""46dd6e67-ec7b-4d34-a0c0-a0f5d88ce1b6\""]}]},\""Locations\"":{\""Include\"":[{\""Locations\"":[\""00000000-0000-0000-0000-000000000000\""]}]}},\""Controls\"":[{\""Control\"":[\""Mfa\""]},{\""Control\"":[\""RequireCompliantDevice\""]},{\""Control\"":[\""RequireDomainJoinedDevice\""]}],\""EnforceAllPoliciesForEas\"":true,\""IncludeOtherLegacyClientTypeForEvaluation\"":true}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 12:21:17 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""Adele""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""b45b21d8-f100-4b30-a184-3cb04f9f2301""}",,
74c454f7-3293-433e-50e7-08dd8c33eb96,2025-05-06T00:21:18.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T00:21:18"",""Id"":""74c454f7-3293-433e-50e7-08dd8c33eb96"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000003-0000-0ff1-ce00-000000000000\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""All\""]}]},\""ClientTypes\"":{\""Include\"":[{\""ClientTypes\"":[\""Browser\""]}]}},\""SessionControls\"":[\""AppEnforcedRestrictions\""]}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 12:21:17 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""[SharePoint admin center]Use app-enforced Restrictions for browser access - 2023\/01\/24""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""b45b21d8-f100-4b30-a184-3cb04f9f2301""}",,
f4458399-911a-41af-156e-08dd8c557e57,2025-05-06T04:21:37.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T04:21:37"",""Id"":""f4458399-911a-41af-156e-08dd8c557e57"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":1,\""CreatedDateTime\"":\""2021-12-13T20:19:26.4996569Z\"",\""ModifiedDateTime\"":\""2022-07-06T18:55:48.4291731Z\"",\""State\"":\""Enabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000004-0000-0ff1-ce00-000000000000\"",\""925eb0d0-da50-4604-a19f-bd8de9147958\"",\""Office365\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""46dd6e67-ec7b-4d34-a0c0-a0f5d88ce1b6\""]}]},\""Locations\"":{\""Include\"":[{\""Locations\"":[\""00000000-0000-0000-0000-000000000000\""]}]}},\""Controls\"":[{\""Control\"":[\""Mfa\""]},{\""Control\"":[\""RequireCompliantDevice\""]},{\""Control\"":[\""RequireDomainJoinedDevice\""]}],\""EnforceAllPoliciesForEas\"":true,\""IncludeOtherLegacyClientTypeForEvaluation\"":true}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 4:21:36 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""Adele""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""ca56cbbc-a1df-4e6e-ab25-dab2c2cd22df""}",,
0b0063bd-4672-4da1-f817-08dd8c557e92,2025-05-06T04:21:38.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T04:21:38"",""Id"":""0b0063bd-4672-4da1-f817-08dd8c557e92"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\""}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 4:21:37 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""18""},{""Name"":""DisplayName"",""Value"":""Default Policy""},{""Name"":""PolicyIdentifierString"",""Value"":""10\/7\/2022 7:12:29 PM""}],""RequestId"":""ca56cbbc-a1df-4e6e-ab25-dab2c2cd22df""}",,
8410a6de-0f0a-4032-18be-08dd8c557ea6,2025-05-06T04:21:38.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T04:21:38"",""Id"":""8410a6de-0f0a-4032-18be-08dd8c557ea6"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000003-0000-0ff1-ce00-000000000000\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""All\""]}]},\""ClientTypes\"":{\""Include\"":[{\""ClientTypes\"":[\""Browser\""]}]}},\""SessionControls\"":[\""AppEnforcedRestrictions\""]}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 4:21:38 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""[SharePoint admin center]Use app-enforced Restrictions for browser access - 2023\/01\/24""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""ca56cbbc-a1df-4e6e-ab25-dab2c2cd22df""}",,
50d37080-9b36-4832-3c9c-08dd8c771189,2025-05-06T08:21:57.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T08:21:57"",""Id"":""50d37080-9b36-4832-3c9c-08dd8c771189"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\16904b3c-7b93-46f6-84af-d4b4a20b23a4""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":1,\""CreatedDateTime\"":\""2021-12-13T20:19:26.4996569Z\"",\""ModifiedDateTime\"":\""2022-07-06T18:55:48.4291731Z\"",\""State\"":\""Enabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000004-0000-0ff1-ce00-000000000000\"",\""925eb0d0-da50-4604-a19f-bd8de9147958\"",\""Office365\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""46dd6e67-ec7b-4d34-a0c0-a0f5d88ce1b6\""]}]},\""Locations\"":{\""Include\"":[{\""Locations\"":[\""00000000-0000-0000-0000-000000000000\""]}]}},\""Controls\"":[{\""Control\"":[\""Mfa\""]},{\""Control\"":[\""RequireCompliantDevice\""]},{\""Control\"":[\""RequireDomainJoinedDevice\""]}],\""EnforceAllPoliciesForEas\"":true,\""IncludeOtherLegacyClientTypeForEvaluation\"":true}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 8:21:57 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""Adele""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""39ea5348-2f32-4c9f-b78c-b824e73a8887""}",,
324d8f12-a709-4fd7-f93c-08dd8c7711ce,2025-05-06T08:21:58.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T08:21:58"",""Id"":""324d8f12-a709-4fd7-f93c-08dd8c7711ce"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\6da09f7f-7ebf-44c2-85fc-e7924d4a61e3""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\"",\""Conditions\"":{\""Applications\"":{\""Include\"":[{\""Applications\"":[\""00000003-0000-0ff1-ce00-000000000000\""]}]},\""Users\"":{\""Include\"":[{\""Users\"":[\""All\""]}]},\""ClientTypes\"":{\""Include\"":[{\""ClientTypes\"":[\""Browser\""]}]}},\""SessionControls\"":[\""AppEnforcedRestrictions\""]}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 8:21:58 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""""},{""Name"":""DisplayName"",""Value"":""[SharePoint admin center]Use app-enforced Restrictions for browser access - 2023\/01\/24""},{""Name"":""PolicyIdentifierString"",""Value"":""""}],""RequestId"":""39ea5348-2f32-4c9f-b78c-b824e73a8887""}",,
fedcf476-c3e6-42e3-48cf-08dd8c7711ab,2025-05-06T08:21:58.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T08:21:58"",""Id"":""fedcf476-c3e6-42e3-48cf-08dd8c7711ab"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\""}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 8:21:57 AM""},{""Name"":""TenantDefaultPolicy"",""Value"":""18""},{""Name"":""DisplayName"",""Value"":""Default Policy""},{""Name"":""PolicyIdentifierString"",""Value"":""10\/7\/2022 7:12:29 PM""}],""RequestId"":""39ea5348-2f32-4c9f-b78c-b824e73a8887""}",,
515025b8-c30c-4441-643a-08dd8c989e27,2025-05-06T12:22:07.0000000Z ,1,Set-ConditionalAccessPolicy,NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{},""CreationTime"":""2025-05-06T12:22:07"",""Id"":""515025b8-c30c-4441-643a-08dd8c989e27"",""Operation"":""Set-ConditionalAccessPolicy"",""OrganizationId"":""1e914e91-e7ad-413e-bdb0-c4ff9e36c98a"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814"",""UserId"":""NT SERVICE\\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""AppPoolName"":""MSExchangeServiceHostNetCore"",""ClientAppId"":"""",""CorrelationID"":"""",""ExternalAccess"":true,""OrganizationName"":""domain.onmicrosoft.com"",""OriginatingServer"":""DM6PR17MB2203 (15.20.8699.024)"",""Parameters"":[{""Name"":""Identity"",""Value"":""domain.onmicrosoft.com\\965f327c-3901-41f9-8be9-a44a12793814""},{""Name"":""PolicyDetails"",""Value"":""{\""Version\"":0,\""State\"":\""Disabled\""}""},{""Name"":""PolicyLastUpdatedTime"",""Value"":""5\/6\/2025 12:22:07 PM""},{""Name"":""TenantDefaultPolicy"",""Value"":""18""},{""Name"":""DisplayName"",""Value"":""Default Policy""},{""Name"":""PolicyIdentifierString"",""Value"":""10\/7\/2022 7:12:29 PM""}],""RequestId"":""7997d275-4ff2-4cf2-8410-a815e512b407""}",,
