RecordId,CreationDate,RecordType,Operation,UserId,AuditData,AssociatedAdminUnits,AssociatedAdminUnitsNames
70fecf6e-95da-4853-920c-296dc0932900,2025-06-10T16:28:01.0000000Z ,15,UserLoggedIn,lg@colonelerror.onmicrosoft.com,"{""CreationTime"":""2025-06-10T16:28:01"",""Id"":""70fecf6e-95da-4853-920c-296dc0932900"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""lg@colonelerror.onmicrosoft.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""SAS:ProcessAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0},{""ID"":""lg@colonelerror.onmicrosoft.com"",""Type"":5}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""b4ecd0ab-e2ee-403e-a549-11442939c702"",""IntraSystemId"":""70fecf6e-95da-4853-920c-296dc0932900"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Edge""},{""Name"":""SessionId"",""Value"":""005d1c09-b035-09be-3685-474a2d081b0e""}],""ErrorNumber"":""0""}",,
980152c5-d70b-43ed-8c10-08dda83c97ba,2025-06-10T16:33:55.0000000Z ,157,AccessedAggregates,lg@colonelerror.onmicrosoft.com,"{""CreationTime"":""2025-06-10T16:33:55"",""Id"":""980152c5-d70b-43ed-8c10-08dda83c97ba"",""Operation"":""AccessedAggregates"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":157,""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":0,""Version"":1,""Workload"":""Mip"",""UserId"":""lg@colonelerror.onmicrosoft.com"",""DataType"":""LabelAnalyticsContentData""}",,
9d6721fa-f88a-4ec8-8713-24676f652500,2025-06-10T16:27:04.0000000Z ,15,UserLoginFailed,lg@colonelerror.onmicrosoft.com,"{""CreationTime"":""2025-06-10T16:27:04"",""Id"":""9d6721fa-f88a-4ec8-8713-24676f652500"",""Operation"":""UserLoginFailed"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""lg@colonelerror.onmicrosoft.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0},{""ID"":""lg@colonelerror.onmicrosoft.com"",""Type"":5}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""b4ecd0ab-e2ee-403e-a549-11442939c702"",""IntraSystemId"":""9d6721fa-f88a-4ec8-8713-24676f652500"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows10""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""50126"",""LogonError"":""InvalidUserNameOrPassword""}",,
ce2552e7-6ee6-413f-9ab4-883849775e01,2025-06-10T15:55:33.0000000Z ,15,UserLoggedIn,Not Available,"{""CreationTime"":""2025-06-10T15:55:33"",""Id"":""ce2552e7-6ee6-413f-9ab4-883849775e01"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""fa27a209-209a-4825-92e0-ed940523a696"",""IntraSystemId"":""ce2552e7-6ee6-413f-9ab4-883849775e01"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""0""}",,
ce2552e7-6ee6-413f-9ab4-8838c5795e01,2025-06-10T15:55:44.0000000Z ,15,UserLoggedIn,Not Available,"{""CreationTime"":""2025-06-10T15:55:44"",""Id"":""ce2552e7-6ee6-413f-9ab4-8838c5795e01"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""fa27a209-209a-4825-92e0-ed940523a696"",""IntraSystemId"":""ce2552e7-6ee6-413f-9ab4-8838c5795e01"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""0""}",,
d17b9c29-fc38-4abb-86f6-ada3e501fd00,2025-06-10T16:27:52.0000000Z ,15,UserLoggedIn,Not Available,"{""CreationTime"":""2025-06-10T16:27:52"",""Id"":""d17b9c29-fc38-4abb-86f6-ada3e501fd00"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""b4ecd0ab-e2ee-403e-a549-11442939c702"",""IntraSystemId"":""d17b9c29-fc38-4abb-86f6-ada3e501fd00"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""0""}",,
e4555741-2c8e-4574-8c1c-f8aff3b700dc,2025-06-10T16:33:19.0000000Z ,18,Get-DlpSensitiveInformationType,lg@colonelerror.onmicrosoft.com,"{""CreationTime"":""2025-06-10T16:33:19"",""Id"":""e4555741-2c8e-4574-8c1c-f8aff3b700dc"",""Operation"":""Get-DlpSensitiveInformationType"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":18,""ResultStatus"":""Success"",""UserKey"":""lg@colonelerror.onmicrosoft.com"",""UserType"":0,""Version"":1,""Workload"":""SecurityComplianceCenter"",""ObjectId"":""ffffffff-ffff-ffff-ffff-ffffffffffff"",""UserId"":""lg@colonelerror.onmicrosoft.com"",""SecurityComplianceCenterEventType"":0,""ClientApplication"":"""",""CmdletVersion"":""..."",""EffectiveOrganization"":""colonelerror.onmicrosoft.com"",""NonPIIParameters"":""-Organization \""0c41aa99-0526-4b6f-8813-05778dddcfe6\"""",""Parameters"":""-Organization \""0c41aa99-0526-4b6f-8813-05778dddcfe6\"""",""StartTime"":""2025-06-10T16:33:19"",""UserServicePlan"":""""}",,
27683781-d9e4-4adb-acd7-0e0c3894a900,2025-06-10T15:55:34.0000000Z ,15,UserLoggedIn,Not Available,"{""CreationTime"":""2025-06-10T15:55:34"",""Id"":""27683781-d9e4-4adb-acd7-0e0c3894a900"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""fa27a209-209a-4825-92e0-ed940523a696"",""IntraSystemId"":""27683781-d9e4-4adb-acd7-0e0c3894a900"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""0""}",,
31e75ddd-0210-46f1-8138-924e19a70000,2025-06-10T16:27:29.0000000Z ,15,UserLoggedIn,Not Available,"{""CreationTime"":""2025-06-10T16:27:29"",""Id"":""31e75ddd-0210-46f1-8138-924e19a70000"",""Operation"":""UserLoggedIn"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""76.151.36.91"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64; WebView\/3.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/70.0.3538.102 Safari\/537.36 Edge\/18.26100""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""1e32d0ef-4cf5-4982-8e4c-d5bef078ba57"",""Type"":0}],""ActorContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ActorIpAddress"":""76.151.36.91"",""InterSystemsId"":""b4ecd0ab-e2ee-403e-a549-11442939c702"",""IntraSystemId"":""31e75ddd-0210-46f1-8138-924e19a70000"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""ApplicationId"":""fb78d390-0c51-40cd-8e17-fdbfab77341b"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""Windows""},{""Name"":""BrowserType"",""Value"":""Edge""}],""ErrorNumber"":""0""}",,
13424528-cc1e-4859-bde1-bbc855a17ad9,2025-06-10T16:29:31.0000000Z ,18,Set-AuditConfig,lg@colonelerror.onmicrosoft.com,"{""CreationTime"":""2025-06-10T16:29:31"",""Id"":""13424528-cc1e-4859-bde1-bbc855a17ad9"",""Operation"":""Set-AuditConfig"",""OrganizationId"":""0c41aa99-0526-4b6f-8813-05778dddcfe6"",""RecordType"":18,""ResultStatus"":""Error"",""UserKey"":""lg@colonelerror.onmicrosoft.com"",""UserType"":2,""Version"":1,""Workload"":""SecurityComplianceCenter"",""ObjectId"":"""",""UserId"":""lg@colonelerror.onmicrosoft.com"",""SecurityComplianceCenterEventType"":0,""ClientApplication"":""EMC"",""CmdletVersion"":""..."",""EffectiveOrganization"":""colonelerror.onmicrosoft.com"",""NonPIIParameters"":""-Workload (\""<SNIP-PII>\"")"",""Parameters"":""-Workload (\""Exchange\"")"",""StartTime"":""2025-06-10T16:29:31"",""UserServicePlan"":""""}",,
